ClienteID,Nome_Cliente,Tipo_Cliente,Segmento_Cliente,Cidade,UF,Canal_Preferido,Data_Cadastro,Score_Risco
C000607,Cliente C000607,PF,Varejo,Sorocaba,SP,Online,2024-07-09,66.1
C000608,Cliente C000608,PF,Premium,Curitiba,PR,Online,2022-02-03,100.0
C000609,Cliente C000609,PJ,Premium,Blumenau,SC,Online,2025-05-04,70.2
C000610,Cliente C000610,PJ,Varejo,São Paulo,SP,Online,2021-03-15,69.4
C000611,Cliente C000611,PJ,Varejo,Camaçari,BA,Loja Física,2023-03-23,73.9
C000612,Cliente C000612,PF,Varejo,Salvador,BA,Online,2023-06-23,72.9
C000613,Cliente C000613,PF,Atacado,Blumenau,SC,Marketplace,2025-01-12,63.4
C000614,Cliente C000614,PF,Varejo,Juiz de Fora,MG,Marketplace,2020-04-30,56.0
C000615,Cliente C000615,PF,Premium,Campinas,SP,Loja Física,2021-10-21,90.9
C000616,Cliente C000616,PF,Varejo,Fortaleza,CE,Online,2022-08-29,80.6
C000617,Cliente C000617,PF,Varejo,Juazeiro do Norte,CE,Online,2022-04-27,77.5
C000618,Cliente C000618,PJ,Corporate,Campinas,SP,Marketplace,2021-11-07,85.4
C000619,Cliente C000619,PF,Atacado,Juiz de Fora,MG,Online,2020-07-18,65.0
C000620,Cliente C000620,PF,Varejo,Camaçari,BA,Online,2022-07-14,68.9
C000621,Cliente C000621,PF,Varejo,Taguatinga,DF,Online,2025-04-26,54.6
C000622,Cliente C000622,PF,Premium,Vitória da Conquista,BA,Loja Física,2025-03-13,55.2
C000623,Cliente C000623,PF,Corporate,Volta Redonda,RJ,Online,2023-03-27,70.7
C000624,Cliente C000624,PJ,Varejo,Ribeirão Preto,SP,Online,2023-05-13,77.2
C000625,Cliente C000625,PF,Varejo,Ribeirão Preto,SP,Online,2023-09-09,45.3
C000626,Cliente C000626,PF,Varejo,Curitiba,PR,Loja Física,2023-06-15,68.8
C000627,Cliente C000627,PF,Varejo,Uberlândia,MG,Loja Física,2022-07-11,49.7
C000628,Cliente C000628,PF,Atacado,Rio de Janeiro,RJ,Marketplace,2023-08-05,48.6
C000629,Cliente C000629,PJ,Varejo,Blumenau,SC,Televendas,2022-07-14,91.0
C000630,Cliente C000630,PF,Premium,Sorocaba,SP,Online,2023-10-15,82.4
C000631,Cliente C000631,PF,Varejo,Jaboatão dos Guararapes,PE,Online,2023-06-16,66.7
C000632,Cliente C000632,PF,Atacado,Juiz de Fora,MG,Loja Física,2020-12-16,53.4
C000633,Cliente C000633,PF,Varejo,Sorocaba,SP,Loja Física,2021-09-09,36.4
C000634,Cliente C000634,PF,Varejo,Sorocaba,SP,Online,2022-01-09,83.2
C000635,Cliente C000635,PF,Varejo,Chapecó,SC,Marketplace,2022-05-08,62.9
C000636,Cliente C000636,PF,Varejo,Rio de Janeiro,RJ,Loja Física,2022-01-25,74.6
C000637,Cliente C000637,PF,Varejo,Camaçari,BA,Online,2022-01-19,53.9
C000638,Cliente C000638,PF,Varejo,Santa Maria,RS,Loja Física,2020-09-09,63.1
C000639,Cliente C000639,PF,Varejo,Sorocaba,SP,Online,2023-12-20,81.7
C000640,Cliente C000640,PF,Varejo,Juiz de Fora,MG,Online,2023-08-22,51.4
C000641,Cliente C000641,PJ,Premium,Niterói,RJ,Loja Física,2025-05-24,70.2
C000642,Cliente C000642,PF,Varejo,Rio de Janeiro,RJ,Online,2023-08-29,70.6
C000643,Cliente C000643,PF,Varejo,Taguatinga,DF,Online,2020-08-10,52.4
C000644,Cliente C000644,PJ,Corporate,Campos dos Goytacazes,RJ,Online,2024-09-13,66.8
C000645,Cliente C000645,PF,Atacado,Campinas,SP,Loja Física,2023-05-31,76.3
C000646,Cliente C000646,PF,Premium,Londrina,PR,Online,2022-07-19,73.2
C000647,Cliente C000647,PF,Varejo,Belo Horizonte,MG,Online,2021-05-12,63.7
C000648,Cliente C000648,PJ,Atacado,Vitória da Conquista,BA,Marketplace,2022-06-04,61.7
C000649,Cliente C000649,PJ,Varejo,Campos dos Goytacazes,RJ,Televendas,2023-12-19,54.4
C000650,Cliente C000650,PF,Varejo,Gama,DF,Loja Física,2021-02-16,65.9
C000651,Cliente C000651,PJ,Varejo,Ponta Grossa,PR,Marketplace,2023-05-12,79.3
C000652,Cliente C000652,PF,Atacado,Santos,SP,Loja Física,2020-05-14,81.8
C000653,Cliente C000653,PJ,Varejo,Niterói,RJ,Televendas,2021-05-10,58.5
C000654,Cliente C000654,PF,Varejo,Gama,DF,Loja Física,2021-06-04,70.6
C000655,Cliente C000655,PF,Atacado,Sorocaba,SP,Online,2020-09-18,78.4
C000656,Cliente C000656,PJ,Varejo,Rio de Janeiro,RJ,Loja Física,2021-04-25,77.1
C000657,Cliente C000657,PF,Varejo,Rio de Janeiro,RJ,Online,2024-05-26,71.7
C000658,Cliente C000658,PF,Varejo,Joinville,SC,Loja Física,2021-07-21,27.3
C000659,Cliente C000659,PF,Varejo,Ponta Grossa,PR,Online,2020-06-30,76.3
C000660,Cliente C000660,PJ,Varejo,Curitiba,PR,Loja Física,2020-04-30,75.5
C000661,Cliente C000661,PJ,Atacado,Curitiba,PR,Televendas,2022-04-24,68.4
C000662,Cliente C000662,PF,Premium,Belo Horizonte,MG,Loja Física,2021-05-03,61.8
C000663,Cliente C000663,PF,Varejo,Porto Alegre,RS,Loja Física,2023-09-06,100.0
C000664,Cliente C000664,PJ,Varejo,São Paulo,SP,Marketplace,2021-06-11,73.1
C000665,Cliente C000665,PF,Varejo,Ceilândia,DF,Marketplace,2023-06-20,69.9
C000666,Cliente C000666,PF,Corporate,Feira de Santana,BA,Online,2024-10-25,73.5
C000667,Cliente C000667,PJ,Varejo,Contagem,MG,Online,2022-08-08,62.6
C000668,Cliente C000668,PF,Premium,Camaçari,BA,Loja Física,2023-06-12,74.5
C000669,Cliente C000669,PF,Varejo,Maringá,PR,Loja Física,2021-10-19,63.8
C000670,Cliente C000670,PF,Varejo,Contagem,MG,Loja Física,2020-11-19,74.5
C000671,Cliente C000671,PF,Premium,Fortaleza,CE,Loja Física,2021-07-09,64.0
C000672,Cliente C000672,PF,Varejo,Campos dos Goytacazes,RJ,Online,2023-04-04,86.5
C000673,Cliente C000673,PF,Varejo,Campinas,SP,Loja Física,2023-11-10,59.4
C000674,Cliente C000674,PF,Varejo,Santos,SP,Loja Física,2023-09-08,63.9
C000675,Cliente C000675,PJ,Premium,Florianópolis,SC,Loja Física,2021-12-25,100.0
C000676,Cliente C000676,PJ,Varejo,Vitória da Conquista,BA,Loja Física,2023-07-11,62.8
C000677,Cliente C000677,PJ,Atacado,Uberlândia,MG,Online,2024-02-03,61.8
C000678,Cliente C000678,PF,Premium,Ceilândia,DF,Online,2022-05-30,55.5
C000679,Cliente C000679,PF,Varejo,Salvador,BA,Loja Física,2022-04-20,48.0
C000680,Cliente C000680,PF,Premium,Recife,PE,Loja Física,2023-02-18,80.7
C000681,Cliente C000681,PJ,Varejo,Porto Alegre,RS,Loja Física,2025-01-28,78.9
C000682,Cliente C000682,PJ,Premium,Fortaleza,CE,Online,2020-02-16,81.1
C000683,Cliente C000683,PF,Premium,Uberlândia,MG,Online,2020-01-31,49.0
C000684,Cliente C000684,PF,Varejo,Volta Redonda,RJ,Online,2021-10-24,47.4
C000685,Cliente C000685,PF,Varejo,Camaçari,BA,Loja Física,2023-07-02,91.6
C000686,Cliente C000686,PF,Varejo,Brasília,DF,Loja Física,2022-01-24,67.4
C000687,Cliente C000687,PF,Varejo,Feira de Santana,BA,Marketplace,2023-09-09,70.1
C000688,Cliente C000688,PF,Varejo,Chapecó,SC,Loja Física,2024-12-03,79.1
C000689,Cliente C000689,PF,Premium,Uberlândia,MG,Online,2023-09-28,93.9
C000690,Cliente C000690,PJ,Varejo,Sorocaba,SP,Loja Física,2022-11-10,57.5
C000691,Cliente C000691,PF,Varejo,Contagem,MG,Online,2022-12-02,77.5
C000692,Cliente C000692,PF,Varejo,Feira de Santana,BA,Online,2022-03-11,59.9
C000693,Cliente C000693,PJ,Varejo,Joinville,SC,Online,2020-07-09,64.1
C000694,Cliente C000694,PF,Varejo,Feira de Santana,BA,Marketplace,2024-04-04,63.8
C000695,Cliente C000695,PF,Corporate,Vitória da Conquista,BA,Loja Física,2020-02-14,67.1
C000696,Cliente C000696,PJ,Varejo,Salvador,BA,Online,2023-10-12,78.9
C000697,Cliente C000697,PF,Varejo,Santos,SP,Online,2020-02-02,58.2
C000698,Cliente C000698,PF,Varejo,Rio de Janeiro,RJ,Marketplace,2023-06-20,86.2
C000699,Cliente C000699,PF,Premium,Maracanaú,CE,Marketplace,2024-01-05,85.8
C000700,Cliente C000700,PJ,Varejo,Santos,SP,Online,2022-02-15,70.8
C000701,Cliente C000701,PF,Varejo,Juiz de Fora,MG,Online,2021-05-25,62.1
C000702,Cliente C000702,PJ,Atacado,Belo Horizonte,MG,Loja Física,2020-04-04,68.4
C000703,Cliente C000703,PF,Premium,Caucaia,CE,Loja Física,2024-05-12,73.8
C000704,Cliente C000704,PF,Varejo,Fortaleza,CE,Loja Física,2020-08-24,74.6
C000705,Cliente C000705,PF,Premium,Caucaia,CE,Loja Física,2025-03-24,81.1
C000706,Cliente C000706,PJ,Varejo,Ribeirão Preto,SP,Marketplace,2024-05-06,83.3
C000707,Cliente C000707,PF,Premium,Juazeiro do Norte,CE,Loja Física,2022-04-06,58.5
C000708,Cliente C000708,PJ,Varejo,Juazeiro do Norte,CE,Loja Física,2021-04-06,48.6
C000709,Cliente C000709,PJ,Premium,Campinas,SP,Online,2022-04-22,37.7
C000710,Cliente C000710,PF,Varejo,Ribeirão Preto,SP,Loja Física,2022-09-21,61.7
C000711,Cliente C000711,PJ,Varejo,Santos,SP,Loja Física,2025-02-16,42.8
C000712,Cliente C000712,PF,Atacado,Belo Horizonte,MG,Marketplace,2021-07-14,76.8
C000713,Cliente C000713,PJ,Varejo,Uberlândia,MG,Online,2020-11-16,70.3
C000714,Cliente C000714,PF,Varejo,Rio de Janeiro,RJ,Marketplace,2021-03-17,88.5
C000715,Cliente C000715,PF,Corporate,Taguatinga,DF,Loja Física,2022-11-11,48.8
C000716,Cliente C000716,PF,Varejo,São Paulo,SP,Loja Física,2021-05-30,45.7
C000717,Cliente C000717,PF,Atacado,Florianópolis,SC,Televendas,2020-04-26,51.0
C000718,Cliente C000718,PF,Corporate,Recife,PE,Online,2021-03-13,77.2
C000719,Cliente C000719,PF,Varejo,Campinas,SP,Marketplace,2024-12-02,57.8
C000720,Cliente C000720,PF,Varejo,Rio de Janeiro,RJ,Online,2024-12-23,70.4
C000721,Cliente C000721,PJ,Varejo,Campinas,SP,Marketplace,2024-02-03,46.4
C000722,Cliente C000722,PF,Atacado,Recife,PE,Online,2021-08-22,73.0
C000723,Cliente C000723,PF,Varejo,Campinas,SP,Online,2020-08-12,53.9
C000724,Cliente C000724,PF,Premium,Pelotas,RS,Loja Física,2022-05-27,70.1
C000725,Cliente C000725,PF,Premium,Niterói,RJ,Loja Física,2020-02-23,64.7
C000726,Cliente C000726,PJ,Premium,Sorocaba,SP,Online,2023-10-31,58.7
C000727,Cliente C000727,PF,Varejo,Fortaleza,CE,Loja Física,2022-09-25,65.4
C000728,Cliente C000728,PF,Varejo,Sorocaba,SP,Loja Física,2021-12-28,80.1
C000729,Cliente C000729,PJ,Varejo,Blumenau,SC,Online,2021-10-24,41.8
C000730,Cliente C000730,PF,Premium,Florianópolis,SC,Marketplace,2021-04-12,77.8
C000731,Cliente C000731,PF,Varejo,Caxias do Sul,RS,Loja Física,2025-07-20,45.6
C000732,Cliente C000732,PF,Premium,Ponta Grossa,PR,Online,2021-06-15,63.7
C000733,Cliente C000733,PJ,Varejo,Sorocaba,SP,Loja Física,2020-06-29,93.7
C000734,Cliente C000734,PF,Corporate,Juiz de Fora,MG,Online,2022-02-10,79.8
C000735,Cliente C000735,PF,Atacado,Caucaia,CE,Online,2023-08-04,35.6
C000736,Cliente C000736,PF,Varejo,Campinas,SP,Online,2023-04-30,57.5
C000737,Cliente C000737,PJ,Premium,Rio de Janeiro,RJ,Online,2021-08-26,67.6
C000738,Cliente C000738,PF,Varejo,Sorocaba,SP,Online,2021-01-28,68.2
C000739,Cliente C000739,PF,Premium,Santos,SP,Loja Física,2021-04-12,45.5
C000740,Cliente C000740,PF,Varejo,Uberlândia,MG,Online,2024-12-06,64.0
C000741,Cliente C000741,PF,Premium,Jaboatão dos Guararapes,PE,Online,2023-08-02,92.9
C000742,Cliente C000742,PF,Premium,Chapecó,SC,Online,2021-08-24,74.3
C000743,Cliente C000743,PJ,Atacado,São Paulo,SP,Loja Física,2024-02-07,66.3
C000744,Cliente C000744,PF,Varejo,Caxias do Sul,RS,Online,2021-05-12,57.4
C000745,Cliente C000745,PF,Varejo,Sorocaba,SP,Marketplace,2023-11-17,64.2
C000746,Cliente C000746,PF,Premium,Campinas,SP,Online,2021-03-03,100.0
C000747,Cliente C000747,PF,Corporate,Campos dos Goytacazes,RJ,Marketplace,2021-09-02,62.0
C000748,Cliente C000748,PF,Corporate,Pelotas,RS,Loja Física,2020-08-30,45.1
C000749,Cliente C000749,PF,Varejo,Juiz de Fora,MG,Loja Física,2024-07-15,57.4
C000750,Cliente C000750,PF,Varejo,Ponta Grossa,PR,Online,2025-07-15,80.9
C000751,Cliente C000751,PF,Premium,Fortaleza,CE,Online,2025-07-17,62.4
C000752,Cliente C000752,PF,Varejo,São Paulo,SP,Online,2023-12-07,86.9
C000753,Cliente C000753,PF,Varejo,Chapecó,SC,Marketplace,2023-09-03,78.2
C000754,Cliente C000754,PF,Corporate,Santos,SP,Online,2025-01-06,66.5
C000755,Cliente C000755,PJ,Varejo,Juiz de Fora,MG,Marketplace,2021-07-21,80.2
C000756,Cliente C000756,PJ,Premium,Joinville,SC,Online,2021-12-09,80.4
C000757,Cliente C000757,PF,Varejo,Sorocaba,SP,Loja Física,2021-05-21,69.7
C000758,Cliente C000758,PF,Atacado,Taguatinga,DF,Loja Física,2024-01-10,72.7
C000759,Cliente C000759,PF,Corporate,São Paulo,SP,Online,2020-08-26,43.4
C000760,Cliente C000760,PF,Premium,Pelotas,RS,Online,2022-11-21,60.7
C000761,Cliente C000761,PJ,Premium,Belo Horizonte,MG,Online,2022-04-11,54.5
C000762,Cliente C000762,PF,Varejo,Santa Maria,RS,Marketplace,2021-02-07,58.7
C000763,Cliente C000763,PJ,Varejo,Recife,PE,Online,2021-11-01,100.0
C000764,Cliente C000764,PJ,Varejo,Campinas,SP,Online,2020-09-05,64.6
C000765,Cliente C000765,PF,Atacado,Salvador,BA,Online,2023-09-30,77.7
C000766,Cliente C000766,PF,Varejo,Ribeirão Preto,SP,Televendas,2021-10-19,68.8
C000767,Cliente C000767,PF,Corporate,Juiz de Fora,MG,Online,2021-12-30,63.7
C000768,Cliente C000768,PF,Varejo,Feira de Santana,BA,Marketplace,2021-08-09,68.1
C000769,Cliente C000769,PF,Varejo,Fortaleza,CE,Online,2024-09-18,74.5
C000770,Cliente C000770,PJ,Premium,Blumenau,SC,Online,2023-10-10,58.3
C000771,Cliente C000771,PF,Varejo,Rio de Janeiro,RJ,Online,2020-12-16,61.4
C000772,Cliente C000772,PJ,Atacado,Curitiba,PR,Online,2024-05-23,91.8
C000773,Cliente C000773,PF,Varejo,Campos dos Goytacazes,RJ,Online,2020-05-25,28.7
C000774,Cliente C000774,PF,Corporate,Sorocaba,SP,Marketplace,2024-02-02,67.2
C000775,Cliente C000775,PF,Varejo,Brasília,DF,Loja Física,2021-06-29,59.5
C000776,Cliente C000776,PJ,Varejo,Santos,SP,Loja Física,2021-07-15,60.6
C000777,Cliente C000777,PJ,Varejo,Campos dos Goytacazes,RJ,Loja Física,2023-05-07,72.0
C000778,Cliente C000778,PF,Atacado,Curitiba,PR,Loja Física,2022-12-23,49.3
C000779,Cliente C000779,PF,Varejo,Santos,SP,Online,2025-04-03,50.1
C000780,Cliente C000780,PF,Atacado,Santos,SP,Marketplace,2023-01-02,63.9
C000781,Cliente C000781,PF,Varejo,Florianópolis,SC,Loja Física,2025-01-16,56.0
C000782,Cliente C000782,PF,Varejo,Sorocaba,SP,Loja Física,2021-09-20,77.5
C000783,Cliente C000783,PF,Varejo,Juazeiro do Norte,CE,Televendas,2020-08-30,91.0
C000784,Cliente C000784,PF,Corporate,Uberlândia,MG,Loja Física,2025-07-12,63.1
C000785,Cliente C000785,PF,Varejo,Ribeirão Preto,SP,Marketplace,2020-09-06,72.7
C000786,Cliente C000786,PF,Atacado,Brasília,DF,Online,2020-12-06,57.8
C000787,Cliente C000787,PF,Varejo,Fortaleza,CE,Marketplace,2021-09-02,87.4
C000788,Cliente C000788,PF,Premium,Curitiba,PR,Online,2023-01-24,79.7
C000789,Cliente C000789,PF,Varejo,Volta Redonda,RJ,Online,2023-02-20,55.8
C000790,Cliente C000790,PF,Varejo,Brasília,DF,Online,2023-05-01,60.6
C000791,Cliente C000791,PJ,Varejo,Santos,SP,Online,2021-04-14,81.4
C000792,Cliente C000792,PF,Atacado,Juiz de Fora,MG,Marketplace,2024-04-10,98.1
C000793,Cliente C000793,PF,Varejo,Vitória da Conquista,BA,Loja Física,2022-05-30,65.9
C000794,Cliente C000794,PJ,Varejo,Jaboatão dos Guararapes,PE,Online,2024-03-19,69.4
C000795,Cliente C000795,PF,Varejo,São Paulo,SP,Online,2025-05-17,80.3
C000796,Cliente C000796,PF,Varejo,Sorocaba,SP,Loja Física,2020-06-13,52.2
C000797,Cliente C000797,PF,Premium,Chapecó,SC,Online,2024-07-29,81.9
C000798,Cliente C000798,PF,Varejo,Maringá,PR,Online,2023-06-04,70.5
C000799,Cliente C000799,PF,Varejo,Ribeirão Preto,SP,Marketplace,2025-06-23,74.0
C000800,Cliente C000800,PF,Varejo,Caucaia,CE,Marketplace,2021-12-28,64.2
C000801,Cliente C000801,PF,Varejo,Ribeirão Preto,SP,Loja Física,2024-07-01,59.6
C000802,Cliente C000802,PF,Varejo,Caucaia,CE,Online,2024-10-12,89.1
C000803,Cliente C000803,PJ,Atacado,Campinas,SP,Loja Física,2022-05-20,62.1
C000804,Cliente C000804,PJ,Varejo,Olinda,PE,Loja Física,2023-10-20,72.8
C000805,Cliente C000805,PF,Varejo,Santos,SP,Televendas,2022-08-25,50.4
C000806,Cliente C000806,PF,Varejo,Maracanaú,CE,Online,2020-08-08,49.5
C000807,Cliente C000807,PJ,Varejo,Santos,SP,Online,2023-01-20,53.0
C000808,Cliente C000808,PF,Varejo,Jaboatão dos Guararapes,PE,Marketplace,2020-09-20,92.4
C000809,Cliente C000809,PF,Varejo,Curitiba,PR,Online,2020-05-28,61.4
C000810,Cliente C000810,PJ,Varejo,Chapecó,SC,Loja Física,2022-12-12,59.7
C000811,Cliente C000811,PF,Varejo,Sorocaba,SP,Online,2024-08-24,74.0
C000812,Cliente C000812,PF,Varejo,Contagem,MG,Online,2023-03-05,100.0
C000813,Cliente C000813,PF,Varejo,Florianópolis,SC,Online,2021-10-07,86.3
C000814,Cliente C000814,PF,Varejo,Caxias do Sul,RS,Loja Física,2020-12-05,52.6
C000815,Cliente C000815,PF,Atacado,Fortaleza,CE,Loja Física,2020-10-24,71.9
C000816,Cliente C000816,PF,Varejo,Rio de Janeiro,RJ,Online,2020-02-21,56.7
C000817,Cliente C000817,PJ,Premium,Juazeiro do Norte,CE,Loja Física,2024-05-25,74.8
C000818,Cliente C000818,PJ,Varejo,Campinas,SP,Marketplace,2023-01-03,98.4
C000819,Cliente C000819,PF,Premium,Campinas,SP,Loja Física,2024-06-16,69.0
C000820,Cliente C000820,PJ,Varejo,Belo Horizonte,MG,Loja Física,2020-03-26,62.5
C000821,Cliente C000821,PF,Varejo,Belo Horizonte,MG,Online,2021-07-31,64.7
C000822,Cliente C000822,PF,Varejo,Uberlândia,MG,Televendas,2020-09-18,51.0
C000823,Cliente C000823,PF,Premium,Sorocaba,SP,Marketplace,2020-12-19,79.7
C000824,Cliente C000824,PJ,Atacado,Feira de Santana,BA,Loja Física,2022-04-06,48.6
C000825,Cliente C000825,PF,Premium,Caucaia,CE,Televendas,2025-02-21,72.3
C000826,Cliente C000826,PJ,Varejo,Ponta Grossa,PR,Loja Física,2024-01-15,45.9
C000827,Cliente C000827,PF,Corporate,Santos,SP,Online,2022-06-09,63.3
C000828,Cliente C000828,PF,Varejo,Juiz de Fora,MG,Online,2021-02-15,74.8
C000829,Cliente C000829,PF,Atacado,Uberlândia,MG,Loja Física,2023-02-06,71.4
C000830,Cliente C000830,PF,Varejo,Pelotas,RS,Online,2024-04-14,57.1
C000831,Cliente C000831,PF,Varejo,Florianópolis,SC,Online,2022-11-23,77.2
C000832,Cliente C000832,PF,Varejo,Santa Maria,RS,Televendas,2024-03-25,100.0
C000833,Cliente C000833,PF,Varejo,Belo Horizonte,MG,Online,2023-10-21,58.8
C000834,Cliente C000834,PJ,Premium,Santos,SP,Marketplace,2024-07-02,43.5
C000835,Cliente C000835,PJ,Corporate,Chapecó,SC,Online,2025-02-17,53.3
C000836,Cliente C000836,PF,Atacado,Caucaia,CE,Online,2024-01-30,53.0
C000837,Cliente C000837,PF,Premium,Gama,DF,Online,2023-01-14,50.6
C000838,Cliente C000838,PF,Varejo,Camaçari,BA,Loja Física,2023-03-27,47.6
C000839,Cliente C000839,PJ,Varejo,Santa Maria,RS,Online,2024-12-22,100.0
C000840,Cliente C000840,PF,Premium,Fortaleza,CE,Loja Física,2020-03-30,81.3
C000841,Cliente C000841,PF,Varejo,São Paulo,SP,Online,2020-01-03,53.6
C000842,Cliente C000842,PJ,Varejo,Camaçari,BA,Online,2024-12-26,60.6
C000843,Cliente C000843,PF,Varejo,Olinda,PE,Marketplace,2024-10-29,56.6
C000844,Cliente C000844,PJ,Varejo,Vitória da Conquista,BA,Online,2024-12-26,71.7
C000845,Cliente C000845,PF,Varejo,Gama,DF,Online,2025-07-19,44.2
C000846,Cliente C000846,PJ,Varejo,Campos dos Goytacazes,RJ,Marketplace,2020-02-17,40.6
C000847,Cliente C000847,PF,Varejo,São Paulo,SP,Online,2022-10-08,75.2
C000848,Cliente C000848,PF,Varejo,Campinas,SP,Online,2020-09-09,88.1
C000849,Cliente C000849,PF,Varejo,Juiz de Fora,MG,Online,2022-05-14,36.3
C000850,Cliente C000850,PF,Premium,Santos,SP,Loja Física,2020-03-30,76.6
C000851,Cliente C000851,PF,Premium,Gama,DF,Marketplace,2024-04-19,98.2
C000852,Cliente C000852,PF,Premium,Camaçari,BA,Loja Física,2024-10-28,65.4
C000853,Cliente C000853,PF,Atacado,Fortaleza,CE,Online,2024-03-31,80.0
C000854,Cliente C000854,PJ,Varejo,Niterói,RJ,Marketplace,2021-02-15,83.0
C000855,Cliente C000855,PF,Corporate,Porto Alegre,RS,Online,2023-09-20,57.8
C000856,Cliente C000856,PF,Corporate,Camaçari,BA,Online,2022-09-28,67.7
C000857,Cliente C000857,PF,Corporate,Vitória da Conquista,BA,Loja Física,2020-09-27,84.7
C000858,Cliente C000858,PJ,Varejo,Rio de Janeiro,RJ,Online,2024-04-16,49.9
C000859,Cliente C000859,PF,Varejo,Juiz de Fora,MG,Loja Física,2023-04-20,100.0
C000860,Cliente C000860,PF,Varejo,Maringá,PR,Marketplace,2024-06-12,88.3
C000861,Cliente C000861,PF,Atacado,Maracanaú,CE,Online,2022-04-05,76.0
C000862,Cliente C000862,PF,Varejo,Niterói,RJ,Loja Física,2021-08-15,58.5
C000863,Cliente C000863,PF,Varejo,Maringá,PR,Marketplace,2025-05-01,63.3
C000864,Cliente C000864,PF,Corporate,Maringá,PR,Loja Física,2022-08-03,51.0
C000865,Cliente C000865,PF,Atacado,Santos,SP,Marketplace,2021-01-11,82.3
C000866,Cliente C000866,PF,Varejo,Maracanaú,CE,Loja Física,2021-03-22,63.9
C000867,Cliente C000867,PF,Corporate,Juazeiro do Norte,CE,Online,2021-04-10,52.7
C000868,Cliente C000868,PJ,Varejo,Sorocaba,SP,Loja Física,2024-11-25,55.6
C000869,Cliente C000869,PJ,Varejo,Niterói,RJ,Marketplace,2020-07-29,86.9
C000870,Cliente C000870,PJ,Varejo,Porto Alegre,RS,Marketplace,2022-08-21,52.8
C000871,Cliente C000871,PF,Varejo,Salvador,BA,Online,2022-10-28,70.3
C000872,Cliente C000872,PF,Varejo,Ribeirão Preto,SP,Marketplace,2021-10-27,65.0
C000873,Cliente C000873,PF,Varejo,Vitória da Conquista,BA,Marketplace,2021-02-20,52.4
C000874,Cliente C000874,PF,Premium,Maringá,PR,Online,2022-11-14,86.9
C000875,Cliente C000875,PJ,Corporate,Fortaleza,CE,Online,2022-05-28,100.0
C000876,Cliente C000876,PF,Premium,Maracanaú,CE,Loja Física,2025-01-24,78.9
C000877,Cliente C000877,PJ,Premium,Maracanaú,CE,Online,2020-01-18,84.0
C000878,Cliente C000878,PF,Corporate,Santa Maria,RS,Online,2025-06-25,72.3
C000879,Cliente C000879,PF,Varejo,Londrina,PR,Televendas,2022-10-16,71.0
C000880,Cliente C000880,PF,Varejo,Santos,SP,Online,2023-01-13,73.2
C000881,Cliente C000881,PF,Premium,Santos,SP,Online,2023-07-08,74.0
C000882,Cliente C000882,PJ,Varejo,Feira de Santana,BA,Loja Física,2023-04-24,40.0
C000883,Cliente C000883,PJ,Premium,São Paulo,SP,Televendas,2023-07-24,74.0
C000884,Cliente C000884,PF,Varejo,Fortaleza,CE,Loja Física,2021-02-15,73.2
C000885,Cliente C000885,PF,Atacado,Camaçari,BA,Loja Física,2022-07-25,77.7
C000886,Cliente C000886,PJ,Premium,Campinas,SP,Loja Física,2021-12-15,88.4
C000887,Cliente C000887,PF,Varejo,Olinda,PE,Loja Física,2024-11-09,62.9
C000888,Cliente C000888,PJ,Atacado,Ceilândia,DF,Marketplace,2021-08-12,75.9
C000889,Cliente C000889,PF,Atacado,Campos dos Goytacazes,RJ,Online,2022-07-22,88.3
C000890,Cliente C000890,PF,Premium,Gama,DF,Online,2022-05-28,88.4
C000891,Cliente C000891,PF,Atacado,Campinas,SP,Online,2024-12-26,79.6
C000892,Cliente C000892,PJ,Varejo,Caruaru,PE,Loja Física,2022-06-23,46.7
C000893,Cliente C000893,PF,Varejo,Camaçari,BA,Online,2022-07-06,88.2
C000894,Cliente C000894,PF,Atacado,Joinville,SC,Marketplace,2020-01-12,86.8
C000895,Cliente C000895,PF,Premium,Gama,DF,Marketplace,2024-09-18,93.0
C000896,Cliente C000896,PF,Corporate,São Paulo,SP,Marketplace,2022-10-20,75.1
C000897,Cliente C000897,PF,Varejo,Caruaru,PE,Online,2024-05-03,76.9
C000898,Cliente C000898,PF,Varejo,Caxias do Sul,RS,Loja Física,2020-07-17,54.2
C000899,Cliente C000899,PF,Varejo,Caruaru,PE,Marketplace,2021-12-09,51.1
C000900,Cliente C000900,PF,Corporate,Pelotas,RS,Loja Física,2020-11-07,70.5
C000901,Cliente C000901,PJ,Varejo,Rio de Janeiro,RJ,Marketplace,2024-12-23,61.8
C000902,Cliente C000902,PF,Varejo,Santos,SP,Online,2020-04-03,82.3
C000903,Cliente C000903,PF,Varejo,Salvador,BA,Televendas,2023-01-28,65.9
C000904,Cliente C000904,PF,Corporate,São Paulo,SP,Online,2020-09-05,84.9
C000905,Cliente C000905,PF,Varejo,São Paulo,SP,Online,2024-08-05,81.6
C000906,Cliente C000906,PF,Varejo,Brasília,DF,Online,2023-09-23,63.5
C000907,Cliente C000907,PJ,Premium,Ribeirão Preto,SP,Marketplace,2025-07-22,78.1
C000908,Cliente C000908,PF,Varejo,Ribeirão Preto,SP,Loja Física,2021-08-26,69.1
C000909,Cliente C000909,PF,Premium,Caxias do Sul,RS,Loja Física,2024-08-02,89.3
C000910,Cliente C000910,PF,Atacado,Contagem,MG,Loja Física,2021-05-08,58.3
