VendaID,Data,ClienteID,ProdutoID,Canal,Forma_Pagamento,Status,Quantidade,Preco_Unit,Desconto_Perc,Receita_Bruta,Receita_Liquida,Custo_Total,Lucro,Cidade,UF,Segmento_Cliente
V007919,2024-05-18,C000352,P001154,Loja Física,Crédito,Entregue,3,4.29,0.33,12.87,8.62,9.21,-0.59,São Paulo,SP,Varejo
V035812,2025-07-20,C001492,P000106,Online,Pix,Entregue,5,19.52,0.048,97.6,92.92,66.8,26.12,Sorocaba,SP,Varejo
V037631,2024-04-06,C001059,P000346,Loja Física,Crédito,Entregue,3,16.41,0.108,49.23,43.91,31.86,12.05,Porto Alegre,RS,Varejo
V012141,2024-04-17,C000749,P001175,Online,Débito,Entregue,1,16.4,0.166,16.4,13.68,12.75,0.93,Juiz de Fora,MG,Varejo
V039635,2024-04-28,C000945,P000996,Marketplace,Pix,Entregue,2,19.01,0.055,38.02,35.93,22.7,13.23,São Paulo,SP,Atacado
V009646,2024-06-03,C000927,P000988,Marketplace,Débito,Entregue,5,4.83,0.07,24.15,22.46,15.35,7.11,Rio de Janeiro,RJ,Varejo
V043842,2024-07-23,C000890,P000568,Marketplace,Crédito,Entregue,3,6.33,0.287,18.99,13.54,11.85,1.69,Gama,DF,Premium
V036449,2024-10-26,C001124,P000929,Online,Pix,Entregue,4,23.02,0.295,92.08,64.92,57.68,7.24,Sorocaba,SP,Atacado
V025314,2025-05-07,C000054,P000473,Loja Física,Crédito,Entregue,3,17.43,0.335,52.29,34.77,32.22,2.55,Ribeirão Preto,SP,Atacado
V046536,2024-07-17,C000650,P001039,Online,Boleto,Cancelado,2,14.53,0.267,29.06,21.3,21.4,-0.1,Gama,DF,Varejo
V005305,2024-05-30,C000722,P000550,Online,Pix,Entregue,4,11.8,0.35,47.2,30.68,30.28,0.4,Recife,PE,Atacado
V038770,2024-09-26,C000044,P000291,Loja Física,Crédito,Entregue,3,19.57,0.019,58.71,57.59,44.94,12.65,Recife,PE,Atacado
V022446,2024-02-20,C000012,P000579,Online,Pix,Entregue,1,9.94,0.039,9.94,9.55,7.48,2.07,Brasília,DF,Atacado
V010325,2024-04-13,C000817,P000041,Online,Pix,Entregue,1,19.94,0.112,19.94,17.71,11.79,5.92,Juazeiro do Norte,CE,Premium
V037747,2024-02-07,C001483,P000334,Loja Física,Crédito,Entregue,3,14.64,0.087,43.92,40.1,25.56,14.54,Feira de Santana,BA,Varejo
V041365,2025-03-17,C000636,P000618,Loja Física,Boleto,Entregue,2,7.87,0.212,15.74,12.4,8.76,3.64,Rio de Janeiro,RJ,Varejo
V003181,2024-04-12,C001242,P000303,Loja Física,Débito,Entregue,2,5.44,0.027,10.88,10.59,6.8,3.79,Camaçari,BA,Varejo
V029110,2025-05-29,C001177,P001027,Loja Física,Crédito,Entregue,3,31.41,0.127,94.23,82.26,73.47,8.79,Feira de Santana,BA,Varejo
V026630,2024-01-01,C000256,P000157,Marketplace,Crédito,Entregue,1,6.3,0.081,6.3,5.79,3.93,1.86,Jaboatão dos Guararapes,PE,Premium
V017021,2024-01-20,C000754,P000032,Loja Física,Pix,Entregue,2,27.55,0.215,55.1,43.25,30.68,12.57,Santos,SP,Corporate
V004615,2024-03-16,C001213,P000104,Online,Crédito,Entregue,2,11.9,0.35,23.8,15.47,18.64,-3.17,Belo Horizonte,MG,Premium
V030559,2024-02-08,C000735,P001022,Televendas,Crédito,Entregue,2,18.02,0.082,36.04,33.08,28.32,4.76,Caucaia,CE,Atacado
V000429,2024-12-31,C000932,P001096,Online,Pix,Entregue,6,5.64,0.25,33.84,25.38,21.9,3.48,Gama,DF,Varejo
V045145,2024-05-05,C001068,P000845,Loja Física,Pix,Entregue,6,27.94,0.036,167.64,161.6,112.08,49.52,Juazeiro do Norte,CE,Varejo
V036166,2024-06-07,C000541,P000487,Loja Física,Crédito,Entregue,4,5.23,0.059,20.92,19.69,12.04,7.65,Brasília,DF,Atacado
V046192,2025-07-17,C000553,P000342,Online,Crédito,Entregue,3,15.31,0.172,45.93,38.03,26.43,11.6,Campos dos Goytacazes,RJ,Varejo
V043339,2024-03-08,C000914,P000531,Televendas,Pix,Entregue,4,6.89,0.113,27.56,24.45,17.28,7.17,Recife,PE,Atacado
V021862,2024-10-19,C001048,P000940,Loja Física,Boleto,Entregue,5,8.93,0.104,44.65,40.01,26.15,13.86,Ponta Grossa,PR,Varejo
V024212,2024-09-19,C000065,P000426,Marketplace,Débito,Entregue,1,22.32,0.35,22.32,14.51,12.94,1.57,Brasília,DF,Varejo
V010366,2024-09-13,C000045,P000071,Marketplace,Crédito,Entregue,3,11.19,0.223,33.57,26.08,26.37,-0.29,Florianópolis,SC,Corporate
V039273,2024-08-29,C001388,P000623,Marketplace,Crédito,Entregue,4,17.19,0.089,68.76,62.64,51.64,11.0,Niterói,RJ,Premium
V033413,2024-11-10,C000791,P000101,Loja Física,Pix,Entregue,3,29.04,0.171,87.12,72.22,53.04,19.18,Santos,SP,Varejo
V020850,2024-07-21,C000205,P001135,Online,Crédito,Entregue,3,20.81,0.153,62.43,52.88,50.91,1.97,Fortaleza,CE,Premium
V016843,2024-10-11,C000011,P000269,Loja Física,Pix,Entregue,5,22.78,0.084,113.9,104.33,70.75,33.58,São Paulo,SP,Varejo
V009999,2024-02-18,C000743,P000574,Online,Crédito,Entregue,3,9.4,0.055,28.2,26.65,15.72,10.93,São Paulo,SP,Atacado
V023187,2024-12-12,C000228,P000039,Televendas,Pix,Entregue,4,20.25,0.223,81.0,62.94,45.52,17.42,Sorocaba,SP,Varejo
V007498,2025-06-27,C000748,P000922,Loja Física,Crédito,Entregue,2,13.34,0.179,26.68,21.9,15.64,6.26,Pelotas,RS,Corporate
V005460,2024-07-20,C001311,P000116,Online,Boleto,Entregue,3,10.62,0.055,31.86,30.11,22.11,8.0,Belo Horizonte,MG,Varejo
V004574,2024-10-18,C001198,P000314,Online,Boleto,Entregue,4,6.65,0.135,26.6,23.01,20.08,2.93,Santos,SP,Atacado
V008172,2025-07-26,C001448,P000718,Online,Débito,Entregue,2,11.56,0.203,23.12,18.43,16.46,1.97,Uberlândia,MG,Varejo
V033840,2024-11-26,C001436,P000155,Loja Física,Pix,Entregue,4,7.81,0.153,31.24,26.46,22.08,4.38,Londrina,PR,Corporate
V023589,2024-03-02,C000275,P000912,Televendas,Crédito,Entregue,2,17.23,0.242,34.46,26.12,19.38,6.74,Santa Maria,RS,Corporate
V041913,2024-12-19,C000649,P000284,Loja Física,Pix,Cancelado,2,14.03,0.022,28.06,27.44,19.78,7.66,Campos dos Goytacazes,RJ,Varejo
V007295,2024-06-17,C001192,P000202,Marketplace,Pix,Entregue,3,37.59,0.073,112.77,104.54,67.11,37.43,Curitiba,PR,Varejo
V025914,2025-06-20,C000977,P001041,Marketplace,Crédito,Entregue,3,5.32,0.034,15.96,15.42,9.51,5.91,Joinville,SC,Corporate
V016358,2025-05-23,C000154,P000717,Loja Física,Débito,Cancelado,5,19.53,0.16,97.65,82.03,77.5,4.53,Caruaru,PE,Premium
V036330,2024-07-09,C000601,P000105,Loja Física,Pix,Entregue,2,12.29,0.07,24.58,22.86,14.64,8.22,Ceilândia,DF,Varejo
V046763,2024-03-20,C000298,P000890,Online,Crédito,Entregue,6,11.48,0.235,68.88,52.69,53.46,-0.77,Olinda,PE,Varejo
V013264,2025-07-02,C000824,P000904,Online,Boleto,Entregue,3,12.15,0.273,36.45,26.5,27.3,-0.8,Feira de Santana,BA,Atacado
V033511,2024-06-03,C000688,P001147,Online,Crédito,Entregue,4,5.95,0.184,23.8,19.42,14.88,4.54,Chapecó,SC,Varejo
V044106,2024-09-16,C000275,P000778,Online,Crédito,Entregue,6,18.87,0.038,113.22,108.92,77.76,31.16,Santa Maria,RS,Corporate
V011193,2024-07-04,C000869,P000939,Marketplace,Crédito,Entregue,2,10.68,0.095,21.36,19.33,16.56,2.77,Niterói,RJ,Varejo
V027639,2024-03-25,C001298,P000243,Loja Física,Débito,Entregue,2,8.6,0.192,17.2,13.9,10.46,3.44,Caucaia,CE,Varejo
V035306,2025-06-16,C001105,P001134,Loja Física,Crédito,Entregue,3,19.83,0.35,59.49,38.67,33.87,4.8,São Paulo,SP,Atacado
V017715,2024-02-05,C000620,P000611,Online,Crédito,Entregue,4,6.11,0.106,24.44,21.85,16.64,5.21,Camaçari,BA,Varejo
V032664,2024-01-06,C001449,P000543,Online,Débito,Entregue,4,13.48,0.148,53.92,45.94,42.92,3.02,Feira de Santana,BA,Atacado
V013168,2024-10-19,C001444,P000498,Online,Débito,Entregue,5,25.07,0.289,125.35,89.12,83.6,5.52,Vitória da Conquista,BA,Corporate
V025291,2024-12-18,C000349,P001026,Online,Crédito,Entregue,4,12.1,0.192,48.4,39.11,36.2,2.91,Rio de Janeiro,RJ,Varejo
V027402,2024-02-19,C000108,P000084,Loja Física,Crédito,Entregue,1,9.94,0.065,9.94,9.29,6.02,3.27,Campos dos Goytacazes,RJ,Premium
V012458,2024-04-14,C000184,P001117,Loja Física,Crédito,Cancelado,4,19.09,0.096,76.36,69.03,42.68,26.35,Niterói,RJ,Varejo
V002186,2025-02-18,C000425,P000415,Loja Física,Pix,Entregue,5,13.85,0.134,69.25,59.97,50.4,9.57,Caxias do Sul,RS,Varejo
V037088,2025-02-22,C001408,P000122,Online,Pix,Entregue,2,11.28,0.095,22.56,20.42,14.28,6.14,São Paulo,SP,Atacado
V021359,2024-11-27,C001188,P000905,Online,Crédito,Entregue,4,5.46,0.053,21.84,20.68,16.28,4.4,Caucaia,CE,Varejo
V040554,2024-01-24,C001089,P001155,Loja Física,Crédito,Entregue,2,16.88,0.081,33.76,31.03,19.3,11.73,São Paulo,SP,Corporate
V025254,2024-10-26,C000283,P000866,Loja Física,Débito,Entregue,5,17.72,0.024,88.6,86.47,66.75,19.72,Campinas,SP,Varejo
V002495,2025-03-12,C000890,P000923,Online,Crédito,Entregue,2,28.6,0.048,57.2,54.45,32.86,21.59,Gama,DF,Premium
V011033,2025-04-28,C000902,P000794,Loja Física,Débito,Entregue,3,10.07,0.133,30.21,26.19,18.69,7.5,Santos,SP,Varejo
V013612,2025-04-03,C001156,P001198,Online,Pix,Entregue,5,8.97,0.024,44.85,43.77,28.85,14.92,Santos,SP,Varejo
V026445,2024-11-28,C000433,P000935,Online,Pix,Entregue,6,29.21,0.021,175.26,171.58,133.44,38.14,Ponta Grossa,PR,Premium
V041258,2024-06-14,C000496,P000055,Marketplace,Pix,Entregue,5,8.42,0.122,42.1,36.96,32.2,4.76,Sorocaba,SP,Corporate
V011763,2025-07-09,C000011,P001200,Marketplace,Crédito,Entregue,2,23.46,0.336,46.92,31.15,33.92,-2.77,São Paulo,SP,Varejo
V005236,2024-06-03,C000242,P000749,Loja Física,Pix,Entregue,3,9.2,0.347,27.6,18.02,16.05,1.97,Maracanaú,CE,Premium
V005764,2025-07-11,C000209,P000260,Loja Física,Débito,Entregue,1,18.3,0.142,18.3,15.7,11.27,4.43,Campinas,SP,Varejo
V019733,2024-08-07,C000168,P000724,Online,Crédito,Entregue,3,10.91,0.151,32.73,27.79,22.05,5.74,Gama,DF,Atacado
V039018,2025-07-14,C001240,P000668,Loja Física,Crédito,Entregue,3,52.74,0.225,158.22,122.62,88.08,34.54,Volta Redonda,RJ,Varejo
V036079,2024-01-07,C000428,P001089,Loja Física,Crédito,Entregue,1,13.84,0.086,13.84,12.65,9.45,3.2,Juazeiro do Norte,CE,Varejo
V044768,2024-09-24,C001331,P000574,Online,Crédito,Entregue,5,9.48,0.076,47.4,43.8,26.2,17.6,Caucaia,CE,Varejo
V028281,2025-03-27,C000308,P000973,Online,Pix,Entregue,2,8.42,0.223,16.84,13.08,12.06,1.02,Brasília,DF,Varejo
V046355,2025-07-07,C000481,P000586,Online,Pix,Entregue,2,10.63,0.059,21.26,20.01,13.64,6.37,Ribeirão Preto,SP,Varejo
V042759,2025-04-12,C000382,P000319,Marketplace,Pix,Entregue,3,20.64,0.18,61.92,50.77,42.66,8.11,Ribeirão Preto,SP,Varejo
V048921,2024-06-11,C001088,P000366,Online,Crédito,Entregue,3,7.98,0.028,23.94,23.27,14.22,9.05,Curitiba,PR,Varejo
V047079,2025-03-23,C000186,P000905,Online,Crédito,Entregue,1,5.34,0.096,5.34,4.83,4.07,0.76,Campinas,SP,Varejo
V018152,2024-11-11,C000887,P000436,Online,Pix,Entregue,2,22.51,0.35,45.02,29.26,32.96,-3.7,Olinda,PE,Varejo
V041441,2025-04-19,C000982,P000510,Loja Física,Pix,Entregue,4,8.61,0.35,34.44,22.39,22.32,0.07,Belo Horizonte,MG,Corporate
V018347,2024-08-04,C001338,P000835,Marketplace,Crédito,Entregue,3,14.05,0.216,42.15,33.05,33.66,-0.61,Ceilândia,DF,Varejo
V021523,2024-10-20,C001497,P000158,Loja Física,Pix,Entregue,3,6.81,0.195,20.43,16.45,15.63,0.82,Salvador,BA,Varejo
V039093,2025-03-02,C001445,P000570,Marketplace,Crédito,Entregue,1,14.7,0.35,14.7,9.56,8.66,0.9,Jaboatão dos Guararapes,PE,Varejo
V029609,2024-10-29,C000578,P000405,Online,Pix,Entregue,3,27.61,0.243,82.83,62.7,50.85,11.85,Salvador,BA,Varejo
V019137,2025-07-19,C000172,P001088,Marketplace,Boleto,Entregue,2,13.43,0.236,26.86,20.52,18.98,1.54,Caruaru,PE,Premium
V009385,2024-02-15,C000606,P000675,Marketplace,Débito,Entregue,1,28.06,0.247,28.06,21.13,16.44,4.69,Ribeirão Preto,SP,Varejo
V021113,2024-12-31,C001184,P001110,Loja Física,Crédito,Entregue,4,11.49,0.104,45.96,41.18,31.68,9.5,Santos,SP,Varejo
V043031,2025-07-06,C000986,P000861,Online,Crédito,Entregue,4,7.81,0.254,31.24,23.31,23.76,-0.45,Contagem,MG,Varejo
V016159,2024-01-26,C000200,P000182,Online,Crédito,Entregue,1,5.78,0.092,5.78,5.25,4.66,0.59,Santos,SP,Varejo
V024593,2024-01-31,C001204,P000687,Loja Física,Pix,Entregue,1,15.36,0.187,15.36,12.49,11.14,1.35,Maringá,PR,Premium
V027462,2024-10-14,C000407,P000530,Online,Crédito,Entregue,1,10.28,0.182,10.28,8.41,6.33,2.08,Santos,SP,Varejo
V010167,2025-06-06,C001178,P000325,Marketplace,Débito,Entregue,2,12.22,0.211,24.44,19.28,18.48,0.8,Fortaleza,CE,Varejo
V034916,2024-11-22,C001097,P000639,Marketplace,Pix,Entregue,2,11.77,0.332,23.54,15.72,14.46,1.26,Ribeirão Preto,SP,Varejo
V034138,2024-04-06,C001474,P000789,Online,Pix,Entregue,3,15.58,0.048,46.74,44.5,27.09,17.41,Pelotas,RS,Varejo
V031231,2025-01-06,C000086,P000193,Online,Crédito,Entregue,3,17.88,0.034,53.64,51.82,30.3,21.52,Gama,DF,Atacado
V044958,2024-05-08,C000432,P000815,Online,Pix,Entregue,2,10.05,0.174,20.1,16.6,15.36,1.24,Maracanaú,CE,Varejo
V003031,2024-02-26,C000786,P001129,Online,Pix,Entregue,3,27.07,0.228,81.21,62.69,49.44,13.25,Brasília,DF,Atacado
V029207,2024-05-07,C000952,P000477,Loja Física,Crédito,Entregue,2,26.16,0.069,52.32,48.71,38.28,10.43,Olinda,PE,Premium
V031461,2024-03-08,C001334,P001131,Loja Física,Crédito,Entregue,3,17.17,0.313,51.51,35.39,32.67,2.72,Porto Alegre,RS,Atacado
V040777,2025-07-05,C001129,P000665,Online,Pix,Entregue,3,9.73,0.213,29.19,22.97,23.4,-0.43,São Paulo,SP,Atacado
V043706,2024-05-26,C000518,P000702,Marketplace,Pix,Entregue,4,11.23,0.084,44.92,41.15,31.48,9.67,Sorocaba,SP,Atacado
V028615,2024-08-21,C001315,P000004,Marketplace,Crédito,Entregue,5,12.82,0.122,64.1,56.28,43.5,12.78,Santos,SP,Atacado
V030871,2024-12-29,C001173,P000707,Loja Física,Pix,Cancelado,3,28.02,0.187,84.06,68.34,53.88,14.46,Rio de Janeiro,RJ,Atacado
V009069,2024-11-07,C001334,P000540,Loja Física,Crédito,Entregue,2,15.47,0.122,30.94,27.17,17.26,9.91,Porto Alegre,RS,Atacado
V022922,2025-04-05,C000054,P000714,Loja Física,Débito,Entregue,5,9.47,0.035,47.35,45.69,32.95,12.74,Ribeirão Preto,SP,Atacado
V036212,2024-03-06,C000996,P000324,Loja Física,Débito,Entregue,2,15.46,0.35,30.92,20.1,16.86,3.24,Santos,SP,Varejo
V030421,2024-03-30,C000318,P000404,Loja Física,Pix,Entregue,3,9.54,0.041,28.62,27.45,16.53,10.92,Santa Maria,RS,Atacado
V003228,2025-03-25,C000191,P000415,Online,Crédito,Entregue,3,14.09,0.088,42.27,38.55,30.24,8.31,Ribeirão Preto,SP,Varejo
V044490,2025-01-10,C001484,P000912,Loja Física,Débito,Entregue,3,17.29,0.05,51.87,49.28,29.07,20.21,Caucaia,CE,Varejo
V025420,2024-04-26,C001084,P000149,Online,Pix,Entregue,1,8.72,0.087,8.72,7.96,6.49,1.47,Rio de Janeiro,RJ,Varejo
V032344,2024-05-13,C000920,P000230,Online,Crédito,Entregue,3,11.17,0.054,33.51,31.7,21.63,10.07,Fortaleza,CE,Varejo
V030373,2024-09-16,C001021,P000127,Loja Física,Boleto,Entregue,2,17.17,0.196,34.34,27.61,23.14,4.47,Juiz de Fora,MG,Varejo
V018380,2024-09-30,C001064,P000455,Marketplace,Crédito,Entregue,3,12.16,0.05,36.48,34.66,25.35,9.31,São Paulo,SP,Varejo
V035716,2024-08-06,C001399,P000540,Online,Débito,Entregue,3,16.05,0.274,48.15,34.96,25.89,9.07,Fortaleza,CE,Varejo
V043932,2024-01-11,C000019,P000972,Televendas,Pix,Entregue,1,38.58,0.213,38.58,30.36,23.53,6.83,Taguatinga,DF,Varejo
V005708,2024-07-01,C001170,P000921,Loja Física,Pix,Entregue,5,21.31,0.282,106.55,76.5,85.95,-9.45,Sorocaba,SP,Varejo
V049578,2024-02-21,C001351,P000630,Online,Pix,Entregue,1,16.01,0.139,16.01,13.78,9.41,4.37,Feira de Santana,BA,Premium
V026773,2025-03-05,C000281,P001149,Online,Débito,Entregue,4,16.71,0.204,66.84,53.2,39.72,13.48,Chapecó,SC,Varejo
V037655,2024-09-06,C000489,P000241,Online,Crédito,Entregue,5,18.85,0.148,94.25,80.3,61.2,19.1,Sorocaba,SP,Varejo
V000386,2024-06-05,C001415,P000741,Marketplace,Pix,Entregue,3,10.94,0.042,32.82,31.44,26.07,5.37,Maracanaú,CE,Corporate
V039191,2024-01-18,C001345,P000486,Loja Física,Pix,Entregue,1,9.07,0.159,9.07,7.63,5.45,2.18,Caucaia,CE,Varejo
V003376,2024-02-14,C001300,P000972,Online,Débito,Entregue,2,37.35,0.202,74.7,59.61,47.06,12.55,São Paulo,SP,Varejo
V029725,2024-10-19,C001283,P000709,Loja Física,Pix,Entregue,2,26.71,0.182,53.42,43.7,31.92,11.78,Joinville,SC,Premium
V018893,2025-08-01,C000499,P000772,Marketplace,Pix,Entregue,1,18.75,0.1,18.75,16.88,10.97,5.91,Camaçari,BA,Varejo
V030062,2024-03-31,C000649,P001136,Online,Crédito,Entregue,2,16.72,0.037,33.44,32.2,21.98,10.22,Campos dos Goytacazes,RJ,Varejo
V003864,2024-02-21,C000948,P000344,Marketplace,Crédito,Entregue,4,19.76,0.314,79.04,54.22,53.12,1.1,Recife,PE,Premium
V043116,2024-12-25,C000513,P000274,Online,Pix,Entregue,3,19.38,0.102,58.14,52.21,37.74,14.47,Feira de Santana,BA,Premium
V007210,2024-02-12,C000384,P000144,Marketplace,Crédito,Entregue,1,11.91,0.082,11.91,10.93,6.54,4.39,Camaçari,BA,Varejo
V003367,2025-05-15,C000025,P000440,Online,Crédito,Entregue,5,20.81,0.19,104.05,84.28,64.5,19.78,Contagem,MG,Varejo
V014442,2025-05-16,C001411,P000590,Marketplace,Pix,Entregue,4,6.21,0.1,24.84,22.36,14.84,7.52,Vitória da Conquista,BA,Varejo
V015971,2024-05-01,C001303,P000071,Online,Pix,Entregue,4,12.16,0.175,48.64,40.13,35.16,4.97,São Paulo,SP,Varejo
V045343,2025-02-16,C000854,P000732,Loja Física,Crédito,Entregue,2,13.79,0.041,27.58,26.45,15.94,10.51,Niterói,RJ,Varejo
V006076,2025-03-22,C001341,P000113,Televendas,Crédito,Entregue,3,16.65,0.281,49.95,35.91,29.31,6.6,Recife,PE,Varejo
V032811,2024-02-09,C000574,P000885,Online,Pix,Devolvido,1,12.69,0.116,12.69,11.22,8.63,2.59,Maringá,PR,Corporate
V047849,2024-09-06,C000155,P000994,Televendas,Pix,Entregue,4,17.38,0.026,69.52,67.71,44.56,23.15,Contagem,MG,Varejo
V038202,2025-03-22,C000270,P000463,Online,Pix,Entregue,4,17.78,0.285,71.12,50.85,48.8,2.05,Volta Redonda,RJ,Varejo
V032662,2025-06-11,C000410,P000740,Loja Física,Pix,Entregue,2,11.82,0.038,23.64,22.74,12.78,9.96,Caucaia,CE,Corporate
V002096,2025-06-10,C001030,P000543,Online,Débito,Entregue,2,13.78,0.083,27.56,25.27,21.46,3.81,Sorocaba,SP,Premium
V028781,2024-02-19,C000432,P000464,Marketplace,Crédito,Entregue,1,18.98,0.211,18.98,14.98,13.99,0.99,Maracanaú,CE,Varejo
V042963,2024-03-16,C001262,P000782,Online,Crédito,Entregue,3,10.81,0.288,32.43,23.09,20.64,2.45,Juazeiro do Norte,CE,Premium
V031466,2024-10-01,C001497,P000566,Online,Débito,Entregue,5,16.97,0.069,84.85,79.0,53.5,25.5,Salvador,BA,Varejo
V003759,2025-04-26,C001373,P000614,Loja Física,Crédito,Entregue,3,19.06,0.055,57.18,54.04,35.97,18.07,Blumenau,SC,Atacado
V030137,2024-07-18,C000100,P001056,Loja Física,Débito,Cancelado,3,8.65,0.053,25.95,24.57,18.36,6.21,Jaboatão dos Guararapes,PE,Varejo
V013343,2025-07-11,C001183,P000245,Online,Pix,Entregue,3,13.52,0.259,40.56,30.05,27.27,2.78,Gama,DF,Atacado
V037834,2024-04-19,C000757,P000652,Loja Física,Crédito,Entregue,1,14.5,0.132,14.5,12.59,8.35,4.24,Sorocaba,SP,Varejo
V016919,2024-03-27,C001056,P000613,Loja Física,Crédito,Entregue,2,11.55,0.35,23.1,15.02,15.94,-0.92,Taguatinga,DF,Varejo
V026793,2024-02-18,C001159,P000493,Televendas,Crédito,Entregue,3,16.45,0.282,49.35,35.43,32.79,2.64,Campos dos Goytacazes,RJ,Varejo
V028792,2025-06-05,C000739,P000091,Marketplace,Pix,Entregue,3,15.46,0.137,46.38,40.03,33.06,6.97,Santos,SP,Premium
V046386,2025-04-26,C000465,P000757,Loja Física,Débito,Entregue,4,9.88,0.186,39.52,32.17,23.44,8.73,São Paulo,SP,Varejo
V047795,2024-01-24,C001301,P000861,Online,Crédito,Entregue,4,7.79,0.303,31.16,21.72,23.76,-2.04,Jaboatão dos Guararapes,PE,Varejo
V013675,2024-02-19,C001479,P000895,Online,Crédito,Entregue,3,9.83,0.303,29.49,20.55,16.98,3.57,Florianópolis,SC,Atacado
V019394,2025-06-10,C000641,P000922,Loja Física,Crédito,Entregue,4,13.59,0.292,54.36,38.49,31.28,7.21,Niterói,RJ,Premium
V016766,2024-01-08,C000218,P000675,Loja Física,Pix,Entregue,1,25.57,0.081,25.57,23.5,16.44,7.06,Feira de Santana,BA,Varejo
V011314,2024-02-21,C001478,P000372,Loja Física,Crédito,Devolvido,5,13.95,0.101,69.75,62.71,52.55,10.16,Ponta Grossa,PR,Premium
V046457,2024-09-28,C000922,P000840,Online,Crédito,Entregue,5,22.94,0.24,114.7,87.17,84.15,3.02,Belo Horizonte,MG,Varejo
V022609,2025-01-29,C000693,P000983,Online,Crédito,Entregue,5,12.45,0.049,62.25,59.2,39.85,19.35,Joinville,SC,Varejo
V008921,2024-05-15,C001404,P000210,Online,Pix,Entregue,1,9.29,0.021,9.29,9.09,5.17,3.92,Sorocaba,SP,Atacado
V001282,2024-05-20,C001111,P000966,Online,Crédito,Cancelado,1,14.63,0.226,14.63,11.32,10.38,0.94,Rio de Janeiro,RJ,Atacado
V046450,2024-01-06,C001250,P000569,Loja Física,Crédito,Entregue,2,3.64,0.22,7.28,5.68,5.58,0.1,Rio de Janeiro,RJ,Varejo
V033864,2024-05-06,C001230,P000802,Online,Crédito,Entregue,4,6.94,0.082,27.76,25.48,20.36,5.12,Pelotas,RS,Premium
V009065,2024-09-21,C001383,P000090,Loja Física,Pix,Cancelado,2,14.48,0.021,28.96,28.35,22.36,5.99,Rio de Janeiro,RJ,Atacado
V039822,2025-02-01,C000454,P000017,Marketplace,Pix,Entregue,5,8.12,0.046,40.6,38.73,23.75,14.98,Juazeiro do Norte,CE,Atacado
V023078,2025-05-21,C001359,P000953,Loja Física,Débito,Entregue,1,11.9,0.252,11.9,8.9,8.63,0.27,Vitória da Conquista,BA,Varejo
V024066,2025-06-14,C001372,P000474,Online,Crédito,Entregue,4,14.27,0.302,57.08,39.84,30.84,9.0,Santos,SP,Atacado
V000915,2024-01-14,C000696,P001190,Online,Pix,Entregue,4,16.99,0.085,67.96,62.18,39.76,22.42,Salvador,BA,Varejo
V022126,2024-10-09,C001458,P000967,Loja Física,Pix,Entregue,3,11.94,0.137,35.82,30.91,26.4,4.51,Ribeirão Preto,SP,Corporate
V023365,2024-02-04,C000559,P000511,Loja Física,Pix,Entregue,3,20.97,0.35,62.91,40.89,36.69,4.2,São Paulo,SP,Varejo
V031432,2024-05-12,C001212,P000479,Loja Física,Crédito,Entregue,3,13.23,0.261,39.69,29.33,21.24,8.09,Gama,DF,Varejo
V026750,2024-04-12,C000367,P001065,Online,Pix,Entregue,6,4.34,0.132,26.04,22.6,19.5,3.1,Contagem,MG,Varejo
V033780,2024-01-22,C000013,P001029,Loja Física,Pix,Entregue,4,38.14,0.246,152.56,115.03,119.2,-4.17,Porto Alegre,RS,Premium
V041928,2024-06-06,C000948,P000787,Televendas,Crédito,Entregue,4,15.65,0.029,62.6,60.78,41.16,19.62,Recife,PE,Premium
V017472,2024-08-14,C000700,P000415,Online,Crédito,Entregue,2,13.64,0.128,27.28,23.79,20.16,3.63,Santos,SP,Varejo
V019316,2024-11-06,C000574,P001097,Loja Física,Crédito,Entregue,3,15.57,0.152,46.71,39.61,30.99,8.62,Maringá,PR,Corporate
V044429,2024-08-10,C000727,P000809,Loja Física,Pix,Entregue,5,18.44,0.206,92.2,73.21,67.45,5.76,Fortaleza,CE,Varejo
V032657,2024-11-06,C000068,P000034,Loja Física,Pix,Entregue,3,18.77,0.202,56.31,44.94,34.92,10.02,Niterói,RJ,Varejo
V036918,2024-02-24,C001175,P000186,Online,Pix,Entregue,4,12.9,0.186,51.6,42.0,40.2,1.8,Uberlândia,MG,Varejo
V000899,2024-02-27,C000487,P000665,Loja Física,Crédito,Entregue,2,10.51,0.088,21.02,19.17,15.6,3.57,Pelotas,RS,Premium
V023559,2024-12-23,C001116,P000586,Televendas,Pix,Entregue,3,11.34,0.166,34.02,28.37,20.46,7.91,Jaboatão dos Guararapes,PE,Atacado
V046238,2024-01-09,C000951,P000923,Online,Crédito,Entregue,2,27.77,0.237,55.54,42.38,32.86,9.52,Juiz de Fora,MG,Corporate
V040171,2024-09-06,C000032,P000815,Loja Física,Crédito,Entregue,3,10.15,0.065,30.45,28.47,23.04,5.43,Belo Horizonte,MG,Varejo
V023308,2025-07-25,C001496,P000982,Online,Crédito,Entregue,2,7.24,0.199,14.48,11.6,8.64,2.96,Recife,PE,Atacado
V017629,2024-01-12,C000857,P000383,Loja Física,Pix,Entregue,4,10.57,0.087,42.28,38.6,24.68,13.92,Vitória da Conquista,BA,Corporate
V017519,2025-05-04,C000468,P000173,Loja Física,Pix,Entregue,3,16.17,0.35,48.51,31.53,37.29,-5.76,Florianópolis,SC,Varejo
